id,p,theta,beta,nphe,ein,eout
321,2.23987,0.530277,0.987458,0,0.0737011,0.273793
321,0.435798,0.907382,0.653803,0,0,0
321,1.9675,0.208147,0.961782,0,0.0583658,0.194919
321,2.32609,0.376348,0.962762,0,0.0336919,0.0408789
321,2.45106,0.262888,0.957499,0,0.0204623,0.0463264
321,0.977188,0.478909,0.893817,0,0.0310369,0.0656443
321,1.82376,0.264583,0.977331,0,0.0333715,0.0390478
321,0.825818,0.669072,0.885497,0,0,0
321,1.9115,0.275715,0.965751,0,0.0425727,0.0468299
321,0.753338,0.310396,0.866421,45,0.0786908,0.0274662
321,3.07561,0.18794,1.00697,0,0.0235294,0.0667887
321,0.64683,0.839616,0.787925,0,0,0
321,0.518502,0.977754,0.764189,0,0,0
321,2.06455,0.227171,0.958981,139,0.0263676,0.050309
321,3.31853,0.321684,0.993356,0,0.0294347,0.0569009
321,1.69711,0.296257,0.970488,0,0.428519,0.104829
321,0.901503,0.521776,0.882967,0,0.13138,0.0606546
321,1.50759,0.269749,0.9523,0,0.0247196,0.0533761
321,0.990311,0.665593,0.912683,0,0.0380407,0.0476997
321,2.57221,0.199773,0.978096,0,0.0564889,0.340948
11,0.478523,0.209569,1.01147,24,0.0697642,0
321,2.0882,0.280067,0.992963,0,0.0286107,0.0414282
321,0.432746,0.875617,0.661485,0,0,0
321,0.746777,0.83791,0.818339,0,0,0
11,0.942397,0.407164,1.00579,79,0.153948,0.0426642
321,0.498512,0.763481,0.713521,0,0,0
321,1.51812,0.241703,0.946459,0,0.0247196,0.050721
321,2.41138,0.174333,0.957957,0,0.0255894,0.148135
321,1.73297,0.310583,0.979948,0,0.0390478,0.291554
321,1.78286,0.127677,0.960655,0,0,0.144427
321,1.37224,0.551964,0.929835,0,0,0.0496223
321,2.44175,0.169395,0.975918,0,0.0198215,0.0425727
321,0.683757,0.92332,0.821235,0,0,0
321,0.502632,0.813427,0.720937,0,0,0
11,0.24506,0.420767,0.990139,0,0,0
321,1.57885,0.300563,0.944074,0,0.0291142,0.0569924
321,2.00732,0.274102,0.967151,0,0.0284276,0.111604
321,2.23651,0.319132,0.974977,0,0.0293889,0.0484321
321,0.66865,0.860775,0.829735,0,0,0
321,2.94057,0.240097,0.997282,49,0.0306706,0.0460517
321,2.60639,0.243801,0.988939,0,0.239734,0.330648
321,2.18738,0.334676,0.990942,0,0.0416114,0.0458228
321,1.13497,0.584443,0.881969,0,0.0439918,0.0413825
321,0.506294,0.619994,0.717223,0,0,0
321,3.28267,0.253436,0.999972,0,0.396246,0.272465
321,0.801556,0.840104,0.857055,0,0,0
321,2.22675,0.340854,0.961718,0,0.0308995,0.0383154
321,1.97513,0.442201,1.01359,0,0.102403,0.133349
321,2.963,0.138771,0.988747,0,0.022385,0.0390478
11,1.25231,0.253597,0.996768,27,0.249531,0.0594644
321,3.10094,0.189273,0.976409,0,0.340398,0.182147
321,0.395514,0.79102,0.626173,0,0,0
321,2.9221,0.268549,0.976235,0,0.0339666,0.0454108
321,0.623636,1.06533,0.786898,0,0,0
321,1.08537,0.532159,0.910576,0,0.0313115,0.0455482
321,2.66331,0.31159,0.995473,0,0.029984,0.0475624
321,2.168,0.399576,0.971845,0,0.0327306,0.0526436
321,1.63409,0.39982,0.946324,0,0.033875,0.128634
321,1.47234,0.334875,0.953591,0,0.0285649,0.0576791
321,1.29488,0.286765,0.941918,0,0.0306249,0.0601053
321,1.78531,0.395558,0.957227,0,0.0369421,0.0499886
321,2.67262,0.2044,0.978433,0,0.023621,0.0430762
321,2.34577,0.338642,0.968646,0,0.0246738,0.0540169
321,1.7586,0.287423,0.97774,0,0.0313573,0.0489815
321,2.90669,0.180885,0.992722,0,0.0291142,0.279469
321,1.43557,0.492103,0.953605,0,0.0321355,0.0502174
321,1.14,0.41176,0.940052,0,0.0296178,0.0550698
321,3.59899,0.247899,0.988979,0,0.469581,0.313298
321,1.56664,0.198185,0.956537,0,0,0.0608835
321,0.830854,0.504539,0.870119,0,0.0343786,0.121904
321,3.18669,0.240222,0.988476,0,0.176379,0.0642252
321,0.41352,0.802832,0.599477,0,0,0
321,2.18585,0.179934,0.979225,0,0.0304417,0.286885
321,2.55909,0.254235,0.981656,0,0.0382696,0.335775
321,1.97986,0.216437,0.955048,0,0.0403296,0.0466011
321,2.04547,0.218027,0.998407,0,0.026276,0.0985122
321,1.16533,0.69106,0.924133,0,0,0
321,1.74014,0.363645,0.959775,0,0.328771,0.154269
321,0.408179,0.777237,0.620516,0,0,0
321,1.21172,0.355911,0.941631,0,0,0.0460517
321,0.796979,0.793849,0.846986,0,0,0
321,1.99161,0.415916,0.682915,0,0.0189975,0.0655985
321,2.04166,0.318853,0.965242,0,0.233875,0.0911879
321,1.28618,0.483567,0.932891,0,0.040238,0.054612
11,0.277867,0.212351,1.0049,0,0,0
321,0.634623,0.436119,0.782115,0,0.0489357,0.104143
321,1.6466,0.494533,0.956549,0,0.0425727,0.369375
321,1.37484,0.426195,0.955962,0,0.0225681,0.0893568
321,0.521553,0.216605,0.683123,0,0,0
321,0.634318,0.414799,0.82659,0,0.0359808,0
321,1.29122,0.248536,0.924237,0,0.0461891,0.190341
321,0.904707,0.372828,0.869416,16,0.0216068,0.0687572
321,2.19074,0.376326,0.988249,0,0,0.249302
321,1.23018,0.456797,0.950407,0,0.0353857,0.0639048
321,0.878004,0.49319,0.899036,6,0.0434424,0.0468299
321,0.816663,0.403944,0.846891,0,0.0336919,0.0564431
321,2.27909,0.226294,0.972052,0,0.0182193,0.0469673
321,1.09133,0.238871,0.907031,0,0.0381323,0.0547494
321,0.524758,0.950039,0.731764,0,0,0
321,0.49012,0.709158,0.69586,39,0,0
321,1.66888,0.190562,0.905244,0,0,0
321,2.24109,0.468563,0.980985,0,0.0192721,0.118746
321,2.2005,0.302304,0.967515,0,0.0322728,0.0452735
321,2.37324,0.230111,0.98366,0,0.0209201,0.0306706
321,1.01717,0.542496,0.918711,0,0.039826,0
321,2.07538,0.279273,0.965727,0,0.0314488,0.431815
321,0.692149,0.261162,0.849359,27,0.197482,0.0504921
321,2.80766,0.288378,0.981743,0,0.191852,0.201511
321,2.2974,0.258737,0.992114,0,0.0244907,0.323461
321,2.99886,0.287141,0.972793,0,0.0276493,0.036347
321,1.67727,0.610587,0.949468,0,0.0280156,0.0531472
321,1.4284,0.222992,0.945866,0,0.0274205,0.136461
321,0.618601,0.333893,1.01103,0,0.153445,0
321,1.15511,0.43085,0.9315,0,0.0329137,0.0281071
321,0.408942,0.638668,0.802114,0,0,0
321,0.930037,0.114205,0.897949,0,0.0206455,0.0746624
321,0.999313,0.7261,0.898317,0,0,0
321,1.94263,0.320279,0.972881,0,0.262394,0.11014
321,2.16815,0.237409,0.98132,0,0.0297093,0.0353857
321,0.48188,0.430887,0.708447,0,0,0
321,1.76043,0.425637,0.953914,0,0,0.0426642
11,0.293584,0.260995,0.999376,0,0,0
321,2.09018,0.434361,0.965112,0,0.0253147,0.0454108
321,0.737926,0.918636,0.831146,0,0,0
321,1.58923,0.635296,0.941991,0,0.0541085,0.262028
321,0.890822,0.24576,0.875161,90,0.0370336,0.0720531
321,1.28298,0.282971,0.935307,0,0.184848,0
321,1.81643,0.237271,0.952821,0,0.0249485,0.222202
321,2.35325,0.354589,0.978343,0,0.0298009,0.0495766
321,0.536049,0.718498,0.726766,0,0,0
321,0.638285,0.292338,0.8095,0,0.0266423,0.0594186
321,1.7435,0.217063,0.965047,0,0.152483,0.226551
321,2.925,0.231472,0.996472,0,0.0212406,0.14873
321,3.86511,0.14346,0.982625,0,0,0.551202
321,1.09865,0.568941,0.920135,0,0.0374456,0.271366
321,1.21111,0.366081,0.933252,32,0.0338293,0.0520485
321,1.0219,0.53125,0.880983,0,0.157061,0
321,2.65934,0.249469,0.968904,0,0.0297551,0.425544
321,2.10117,0.180791,0.978001,0,0.049897,0.0385443
321,0.69749,0.743052,0.852634,0,0,0
321,2.05417,0.299605,0.98545,0,0.0307164,0.424765
321,1.06966,0.711129,0.887401,0,0,0
321,0.410315,1.38672,0.634132,0,0,0
321,0.652934,0.648542,0.803454,0,0,0
321,2.15106,0.461054,0.956072,0,0.0383612,0.0385443
321,2.8397,0.280637,0.995579,0,0.0495766,0.251453
321,0.522622,0.731429,0.718327,0,0,0
321,0.838788,0.801066,0.866105,0,0,0
321,2.66346,0.25131,0.980207,0,0.36878,0.103822
321,3.25856,0.26436,0.987778,0,0.0666514,0.251453
11,0.315862,0.320065,1.02308,0,0,0
321,2.59419,0.306389,0.978486,0,0.0296635,0.0390021
321,2.9012,0.326263,0.978313,0,0.0228428,0.0556191
321,2.66636,0.279489,0.975601,0,0.0589151,0.0450446
321,2.01617,0.347994,0.9553,0,0.031632,0.0430762
321,1.79385,0.363132,0.955083,0,0.0347448,0.105608
321,1.26711,0.397579,0.954235,0,0.0485237,0.0420233
321,2.34455,0.328425,0.986096,0,0.0309911,0.0445411
321,1.69039,0.273523,0.971952,0,0.194644,0.0894942
11,0.789044,0.442763,0.994948,59,0.114214,0.0760357
321,1.39529,0.198235,0.947895,0,0.149004,0.0546578
321,0.713664,0.827539,0.833682,51,0,0
321,2.2771,0.439068,0.930781,0,0,0
321,2.08011,0.236833,0.958856,0,0,0.379126
321,1.30953,0.403461,0.950217,0,0.0388647,0.049897
321,1.09819,0.520772,0.905643,0,0.0326848,0.0644541
321,0.826276,0.589097,0.847249,0,0.0406043,0.0953536
321,1.71679,0.434848,0.957661,0,0.321996,0.140398
321,3.3576,0.306752,0.98025,0,0.0415656,0.0434882
321,1.53658,0.399383,0.949195,0,0.0328222,0.0333257
321,1.55978,0.324507,0.963751,0,0.022797,0.063447
321,1.36812,0.256483,0.9566,0,0.0281529,0.0543374
321,1.29015,0.412337,0.94122,0,0.032639,0.054612
321,2.92149,0.176171,0.986097,0,0,0
321,2.25269,0.307293,0.968187,0,0.117372,0.111421
321,3.55779,0.2138,0.989884,0,0,0.0504005
321,1.23995,0.514187,0.941082,0,0.0370794,0.0688487
321,1.84192,0.142247,0.949486,0,0.0297093,0.288167
321,2.44022,0.326193,0.977909,0,0.0290227,0.0377661
321,2.28565,0.281663,0.957192,0,0.0316777,0.053193
321,0.848096,0.258012,0.861474,32,0.0444495,0.0799268
321,0.567636,0.204493,0.763245,0,0.0301671,0.0635386
321,1.55093,0.367492,0.946768,0,0.164752,0.196292
321,2.57527,0.201896,0.977477,0,0.374228,0.0536965
321,2.68742,0.205724,0.966525,0,0.0339666,0.0586862
321,0.635081,0.63615,0.784183,0,0,0
321,2.35538,0.391744,0.985225,0,0.176745,0
321,1.90661,0.245213,0.967063,0,0.0392767,0.389838
321,2.73487,0.216154,0.795279,0,0.390616,0.0815747
321,0.811627,0.666029,0.864957,0,0,0
321,2.42161,0.246579,0.974612,0,0.0344701,0.0426184
11,0.334936,0.294695,0.992961,0,0,0
321,1.61547,0.113661,1.00216,12,0.467018,0.194553
321,1.61273,0.513052,0.950389,0,0.143694,0.143465
321,2.14359,0.377739,0.975878,0,0.190066,0.118608
321,2.41169,0.267657,0.995833,0,0.0255436,0.334081
321,0.63859,0.82479,0.811563,0,0,0
321,0.728618,0.572789,0.832408,0,0,0
321,2.69566,0.325969,0.976456,0,0.0957198,0.0567178
321,1.18608,0.498504,0.935275,0,0.0350652,0.0668803
321,0.630045,0.562186,0.782512,0,0.0761273,0.126253
321,2.63218,0.387702,0.967832,0,0.263172,0.0919661
321,2.2385,0.196942,0.97357,0,0.0291142,0.0281529
321,2.23011,0.217629,0.97303,0,0.191943,0.0785992
321,2.31403,0.217232,1.10108,110,0.349874,0
321,1.346,0.284933,0.903663,0,0.0421607,0.0593271
321,1.53933,0.413411,0.718038,0,0.0989242,0.213779
321,3.1928,0.206616,0.986481,0,0.0361639,0.220417
321,3.0222,0.231003,0.96639,0,0.396246,0.272099
321,2.37949,0.403235,0.992199,0,0.0361639,0.0484321
321,1.85519,0.143999,0.96244,8,0.0342412,0.057496
321,0.632029,0.830095,0.779289,0,0,0
321,1.78454,0.297863,0.959721,0,0,0.050721
321,0.992447,0.29843,0.91473,0,0.105013,0
321,2.18952,0.538243,0.976781,0,0.0335088,0.0543832
321,1.84482,0.20101,0.986464,0,0.0183108,0.0320897
321,0.948348,0.280196,0.89348,0,0.027512,0.0693523
321,2.72053,0.207868,0.963206,0,0.0257725,0.0538338
321,1.70092,0.479975,0.947825,0,0.0295262,0.0423438
11,0.310216,0.954177,1.02142,0,0,0
321,1.68673,0.297751,0.974572,0,0.0301213,0.0456855
321,2.18402,0.123933,0.985426,0,0.0336919,0.355001
321,0.502174,0.801943,0.704817,105,0,0
321,1.62585,0.21684,0.959527,0,0.031632,0.0396429
321,1.41939,0.312494,0.925194,0,0.0365759,0.0862898
321,2.55253,0.162945,0.980928,0,0.0384527,0.550652
321,0.45243,0.329106,0.688135,0,0,0
321,1.14992,0.321861,0.92227,0,0.142092,0
321,2.06958,0.467703,0.975452,0,0.0370794,0.0680705
321,1.97543,0.347732,0.757101,0,0.20174,0.153765
321,0.575265,0.402146,0.760271,0,0.0566262,0.102358
321,2.04974,0.418611,0.959141,0,0.105974,0.0503548
321,1.97147,0.354326,0.954061,0,0.0260471,0.0559396
321,2.7628,0.348281,0.996583,0,0,0.052369
321,1.20211,0.137907,0.905556,0,0,0
321,2.4271,0.292982,0.968442,0,0.0213779,0.387503
321,2.61204,0.33433,0.98445,0,0.0375372,0.0509957
321,1.86908,0.243892,0.966528,0,0.0376745,0.07187
321,3.14748,0.247842,0.972925,0,0,0.0487984
321,1.50332,0.22223,0.958513,0,0.019501,0.159213
321,0.584115,0.938346,0.752849,0,0,0
11,0.215763,0.50902,1.03194,0,0,0
321,1.91714,0.136127,0.960664,0,0.0396887,0.111055
321,2.81804,0.309187,0.976373,0,0.0249027,0.0383612
321,0.890211,0.570067,0.883835,0,0.0682994,0
321,2.2031,0.523134,0.995151,0,0.0314488,0.0777295
321,2.01678,0.324888,0.972268,0,0.352712,0.203479
321,1.63897,0.218102,0.944733,0,0.0304417,0.0425727
321,1.8584,0.216117,0.960687,0,0.0640879,0.252918
321,0.623484,0.553978,0.782571,0,0,0
321,2.87526,0.182904,0.977227,0,0.0264591,0.0416571
321,2.15625,0.225033,0.995015,0,0.130007,0.11902
321,1.82971,0.190194,0.957041,0,0.030808,0.167819
321,2.14786,0.459541,0.968507,0,0.0362097,0.0431678
321,2.72541,0.438802,0.979232,0,0.0255436,0.0480201
321,2.41596,0.436255,0.977347,0,0.188006,0.240146
321,2.82795,0.276109,0.99604,0,0,0.0452277
321,1.935,0.17166,0.986351,0,0,0.122271
321,2.37919,0.353739,0.968746,0,0.0317693,0.0424811
321,1.87915,0.366697,0.9598,0,0.370611,0.144335
11,1.42275,0.257464,1.02625,8,0.131518,0.194324
321,1.54574,0.189428,0.936844,0,0.0327306,0.0547951
321,0.679637,0.67618,0.814935,0,0,0
321,3.42184,0.13271,0.984725,0,0.0331426,0.0410163
321,1.36721,0.135839,0.947746,0,0.0194095,0.193317
321,1.66522,0.327483,0.961461,0,0.043534,0.0580911
321,2.93629,0.169522,0.985253,0,0.238773,0.298009
11,0.71809,0.377242,0.998782,0,0.142504,0
11,0.895857,0.28274,1.024,11,0.189197,0.0364385
321,2.07248,0.253458,0.99088,0,0.0558022,0.299977
321,1.62997,0.235622,0.965602,0,0.0293889,0.0489815
11,0.247349,0.469396,1.00681,0,0,0
321,1.38384,0.308034,0.964487,0,0.035523,0.0522774
321,1.09331,0.3791,0.931462,0,0.0297093,0.269123
321,2.00046,0.170157,0.966174,0,0,0.0670634
321,2.05005,0.404669,0.973225,0,0.051545,0.0749371
321,1.65942,0.366204,0.965801,0,0.0299382,0.0596475
321,0.538186,0.230455,0.731918,0,0.0920119,0
321,1.30907,0.498894,0.806394,0,0.17821,0.0318608
11,0.884871,0.340563,1.00431,121,0.150927,0
321,1.86206,0.316771,0.967854,0,0.0686656,0.0532845
321,1.18624,0.614804,0.926176,0,0,0
321,1.30632,0.299896,0.927997,0,0.0335088,0.0636759
321,1.33791,0.472376,0.934049,0,0.0327764,0.30341
11,0.308995,0.393829,0.991405,0,0,0
321,2.03464,0.296827,0.981745,0,0.0378119,0.175738
321,0.583658,0.121222,0.762226,0,0.0508583,0
321,3.43771,0.236661,0.984701,0,0.0729229,0.460746
11,0.635386,0.327815,0.99719,108,0.165759,0
321,0.658427,0.644179,0.822997,0,0,0
321,1.24804,0.375338,0.9232,0,0.171481,0.0790112
321,2.46265,0.183097,0.986385,0,0.0351568,0.0256809
11,0.301518,0.761671,0.986878,0,0,0
321,0.700694,1.11561,0.818393,0,0,0
321,1.01549,0.111552,0.905797,0,0.0284276,0.0433967
321,1.26909,0.320289,0.933562,0,0.0471046,0.0526894
321,1.77584,0.309937,0.947898,0,0.388281,0.0781872
321,0.658579,0.377726,0.80612,0,0.0464637,0.182742
321,2.68772,0.306742,0.987741,0,0,0.059144
321,3.51141,0.150366,0.994334,0,0,0.279103
321,1.74182,0.390659,0.962908,0,0.0242161,0.0485695
321,1.34371,0.213635,0.937456,0,0.317784,0
321,2.74754,0.212863,0.994888,0,0.0334173,0.0336004
321,1.46868,0.302408,0.947905,0,0,0.27512
321,2.27405,0.266781,0.967167,0,0.184619,0.256168
321,0.762188,0.672933,0.893961,0,0,0
321,2.4683,0.252648,0.99997,0,0.154635,0.154864
321,2.18692,0.445057,0.978747,0,0.028336,0.0424811
321,1.64065,0.309645,0.964687,0,0.0292058,0.0489357
321,3.10277,0.163891,0.980938,0,0.0304417,0.0404212
321,0.444343,0.823054,0.671638,0,0,0
321,2.59663,0.31606,0.802535,0,0.0625315,0.0832227
321,0.746471,0.435232,0.823824,66,0.0573129,0.108721
321,1.60937,0.498042,0.954334,0,0,0.05626
321,0.669261,0.595621,0.814351,0,0,0
321,0.967117,0.383879,0.903873,0,0.110689,0
321,2.85359,0.372022,0.993734,0,0.0456397,0.037995
321,0.538186,0.367292,0.731942,0,0,0
321,2.08957,0.236612,0.968256,0,0.0472877,0.0528267
11,0.280919,0.484004,1.01557,0,0,0
11,1.02708,0.29946,0.989515,85,0.233188,0
11,0.633097,0.319001,1.00057,72,0.148501,0.0394141
321,2.82261,0.22688,0.981983,0,0.29691,0.269535
11,0.980697,0.251668,1.00435,120,0.140307,0.0650034
321,1.40246,0.14689,0.944987,0,0.0307164,0.291371
321,2.78126,0.244824,0.984903,0,0.0253605,0.0448157
321,1.83291,0.172163,0.964151,0,0.183429,0.222293
321,0.652171,0.157992,0.789605,0,0.0856489,0.10808
321,2.27771,0.143259,0.976572,0,0.144335,0.472511
321,0.679179,0.786637,0.812399,0,0,0
321,2.16281,0.149165,0.982475,0,0.0294804,0.0613413
321,1.94171,0.368933,0.945174,0,0.143236,0.27068
321,0.722515,0.274269,0.827899,97,0.0325475,0.148821
321,0.841077,0.176126,0.851962,0,0.0378576,0.069398
321,2.01495,0.35491,0.971476,0,0,0.0536507
321,1.56619,0.420164,0.959149,0,0.156786,0.0990158
321,0.419623,0.900459,0.655211,0,0,0
321,3.19631,0.238327,0.982433,0,0,0.0428473
321,1.70642,0.317387,0.965474,0,0,0.0444953
321,1.10628,0.293376,0.914972,0,0.10071,0
321,2.09918,0.205065,0.981092,0,0.135683,0
321,3.24575,0.201045,1.00035,0,0,0.0520485
321,2.18433,0.297404,0.978247,0,0.0691691,0
321,2.57816,0.456686,0.981441,0,0.255116,0.26125
321,0.939651,0.267204,0.875174,0,0.036759,0.0738842
321,1.41268,0.530151,1.09291,0,0,0.0497139
11,0.242161,0.389732,0.999991,0,0,0
321,2.20569,0.487498,0.972321,0,0.301396,0.238178
321,2.40635,0.174248,0.980769,0,0,0.0356146
321,1.88373,0.217655,0.974635,0,0.0305333,0.0873426
321,2.1181,0.183909,0.980891,0,0.0320439,0.44097
321,2.01572,0.234961,0.988571,0,0.0330053,0.334722
321,0.822919,0.678602,0.902187,0,0,0
321,1.79339,0.211615,0.968282,0,0.0258183,0.038819
321,2.40314,0.207562,0.972456,0,0.0276951,0.541176
321,0.76463,0.311416,0.841612,0,0,0
321,0.478065,1.23477,0.68555,0,0,0
321,3.37072,0.28589,0.986356,0,0.0300755,0.0399176
321,2.1384,0.359297,0.990733,0,0.0606546,0.188785
321,1.35866,0.214125,0.957203,0,0.0354772,0.102403
321,3.62737,0.229107,0.995315,0,0.455711,0.197162
321,1.24575,0.410954,0.941553,0,0.027924,0.0521401
321,0.522622,0.875663,0.723287,0,0,0
321,1.75921,0.151859,0.980755,0,0.130373,0.101076
321,1.84405,0.304146,0.965376,0,0.0221561,0.0615702
321,0.76524,0.4717,0.857979,58,0.0471962,0.129091
321,1.79049,0.235688,0.947802,0,0,0.0485695
321,2.50523,0.425789,0.987466,0,0,0.0545205
321,1.47051,0.26971,0.948696,0,0,0.277089
321,1.72671,0.385218,0.950615,0,0.128496,0.0538796
321,0.731975,0.743807,0.823643,0,0,0
321,1.76593,0.47202,0.964119,0,0,0.0489357
321,2.31006,0.250582,0.990591,0,0.0268711,0.038407
321,2.34882,0.422976,0.975649,0,0.0769513,0.0512245
321,1.19402,0.304695,0.927546,0,0.0301213,0.0610666
321,3.26925,0.306813,0.992519,0,0.189654,0.36347
321,0.926833,0.774888,0.901694,0,0,0
321,0.977493,0.757256,0.90015,0,0,0
321,2.53574,0.189552,0.985939,0,0.0394141,0.145068
321,1.15602,0.340038,0.938099,0,0,0.0802472
321,0.460975,0.166141,0.671779,0,0.0361181,0
321,0.575113,0.373307,0.775377,0,0.0348363,0.0505837
321,0.33463,0.563716,0.553646,0,0,0
321,2.23392,0.276583,0.978547,0,0.0285191,0.0445411
321,2.48585,0.18834,0.960644,0,0.434882,0.0749828
321,2.88502,0.398251,0.966986,0,0.0314946,0.0423438
321,1.58877,0.271093,1.01137,0,0.660929,0.13019
321,1.34981,0.385662,0.93379,0,0.0445411,0.0456397
321,2.13642,0.488372,0.976874,0,0.0315404,0.0927443
321,2.25818,0.303566,0.967125,0,0.0421149,0.0472419
321,3.39055,0.212178,0.986935,0,0.0352941,0.0534218
321,0.761578,0.197607,0.83883,77,0.0392767,0.0730144
321,0.499886,0.792297,0.710047,0,0,0
321,2.95842,0.307038,0.973829,0,0.0345159,0.0333257
321,1.88525,0.600015,0.972492,0,0.0395514,0.147814
321,3.41436,0.24257,0.991774,0,0.172946,0.454109
321,0.890822,0.554523,0.869653,88,0.0489357,0.0541543
321,2.27237,0.393109,0.979891,0,0.0269169,0.0494392
321,2.92546,0.226505,0.9845,0,0.0306706,0.0690776
321,1.09834,0.358273,0.915138,158,0.216022,0.0445411
11,0.619211,0.383015,1.00345,32,0.162554,0
321,1.85367,0.417083,0.976113,0,0.0288396,0.254841
321,0.684367,0.767266,0.815057,0,0,0
321,2.14954,0.304948,0.965337,0,0.0243992,0.0471046
321,1.21569,0.437683,0.894264,0,0.0399634,0.0670634
321,1.33486,0.229752,0.948274,0,0.0284733,0.0601968
321,2.06683,0.250352,0.953692,0,0.0466926,0.318837
321,1.20531,0.403299,1.0027,0,0,0
321,2.17899,0.336078,0.973082,0,0.0281529,0.0422065
321,2.32929,0.505291,0.967537,0,0,0.0520485
321,2.40711,0.377381,0.959457,0,0.354131,0.305287
11,0.822766,0.163265,0.986095,69,0.122911,0.019501
321,0.73167,0.418207,0.825329,0,0.207782,0.0482032
321,3.34691,0.336439,0.992862,0,0.639506,0
321,1.82788,0.340942,0.985152,0,0.0235294,0.0543374
321,2.50675,0.239753,0.980608,0,0.0668345,0.295903
321,3.71939,0.245072,1.00527,0,0.036759,0.0497597
321,2.80507,0.238795,0.979699,0,0.0304417,0.166766
321,1.94278,0.246023,0.967317,0,0.0397803,0.0518654
321,2.50248,0.369133,0.974701,0,0.0422522,0
321,0.664836,1.1448,0.801333,0,0,0
321,0.888228,0.494203,0.870022,0,0.0687572,0.109087
321,0.518196,1.34361,0.702308,0,0,0
321,1.81659,0.21877,0.955785,0,0.0480659,0.0432136
321,1.77173,0.28763,0.971782,0,0.0325017,0.0464179
321,1.69268,0.377639,0.959299,0,0.0306706,0.0417029
321,0.636149,0.343794,0.779579,0,0.202197,0
321,1.46258,0.396101,0.937306,0,0.0276951,0.0611124
321,3.71695,0.182352,0.97879,0,0.0238956,0.0499428
321,0.721141,0.563081,0.863426,0,0,0.0521401
321,1.63775,0.405634,0.954613,0,0.0263676,0.0488441
321,2.02335,0.314224,0.97855,0,0.0384985,0.486564
321,0.890974,0.367492,0.881638,0,0.0423438,0.189654
11,0.772412,0.210019,0.992245,38,0.10808,0.0416571
321,0.886091,0.730807,0.901879,0,0,0
321,2.1416,0.414455,0.969267,0,0.0356603,0.0864271
321,2.77577,0.191869,0.984679,0,0.0304875,0.0485237
321,3.49249,0.294865,1.01397,21,0.0696727,0.354177
321,2.22934,0.241205,0.991666,0,0.0349737,0.0456855
321,1.90509,0.109797,0.970525,0,0.0310826,0.0423438
321,0.756237,0.217689,0.834624,53,0,0
321,1.90936,0.461823,0.972209,0,0.0343786,0.0567636
321,0.370031,0.770501,0.624349,0,0,0
321,1.01839,0.458531,0.902737,0,0.0363012,0.167727
321,1.3846,0.212883,0.939223,0,0,0.054612
321,0.606088,0.816661,0.762598,0,0,0
321,2.2623,0.274906,0.955636,0,0,0.0426184
321,2.61387,0.179285,0.679871,0,0.209888,0.283177
321,2.42603,0.366868,0.976685,0,0.0281987,0.0528267
321,2.88365,0.281082,1.00564,0,0,0.197528
321,0.812085,0.298115,0.838913,0,0.0309453,0.071046
321,1.60586,0.423671,0.954568,0,0.0374456,0.353719
321,0.362554,0.997269,0.588574,0,0,0
321,1.08583,0.336928,0.912322,0,0.0401465,0.0579538
321,2.92805,0.129846,0.987784,0,0.0605173,0.0643168
321,1.89258,0.216907,0.969158,0,0.0337377,0.0419776
321,1.20928,0.348504,0.91633,0,0.151431,0
321,3.06233,0.258157,0.985319,0,0.0309453,0.211215
321,2.72419,0.348691,0.972006,0,0.0380407,0.0479744
321,0.766613,0.363453,0.838848,0,0.0392767,0.0966354
321,2.08972,0.250372,0.576074,0,0.0375372,0.3393
11,0.600443,0.226446,0.999107,24,0.11632,0
321,1.78531,0.444034,0.982905,0,0.034287,0.0393225
321,0.559396,0.711695,0.745151,64,0,0
321,1.50362,0.271685,0.96969,0,0.0352026,0.0495308
321,0.581674,0.438347,0.7685,0,0.0400549,0
321,1.06554,0.465935,0.895962,0,0.0271916,0.0899977
321,1.28023,0.182335,0.926728,0,0,0.174044
321,1.54513,0.18605,0.959548,0,0,0.0437171
321,0.889601,0.264958,0.866405,0,0.109773,0.0867933
321,0.443427,0.502375,0.712264,0,0,0
321,1.61791,0.348129,0.936353,0,0.0415656,0.0520943
321,1.73053,0.315901,0.972517,0,0.0235294,0.0445411
321,2.81209,0.259593,0.981381,0,0.0337377,0.252552
11,0.678874,0.408465,0.993218,38,0.176059,0
321,2.98787,0.306385,0.992254,0,0.131426,0.101991
321,2.32227,0.447124,0.974528,0,0.0275578,0.0374456
321,1.01579,0.710171,0.888014,0,0,0
321,1.86923,0.394455,0.960538,0,0.0275578,0.0513619
321,1.33898,0.446923,0.933133,0,0.0371252,0.0452735
11,0.417639,0.813686,0.99798,0,0,0
321,2.17563,0.3148,0.970843,0,0.0294804,0.0494392
321,0.398413,1.50448,0.631209,0,0,0
321,0.861677,0.253217,0.862463,68,0.0347448,0.05832
321,1.11635,0.20471,0.918009,3,0.0476997,0.0534676
321,1.93973,0.554613,0.967849,0,0.0213321,0.0459602
321,2.37079,0.323223,0.961892,0,0.0345159,0.0493935
321,2.31052,0.321954,0.961019,0,0.313115,0.0136873
321,0.540932,0.275527,0.740525,0,0.150973,0
321,0.98558,0.57774,0.899958,0,0.201602,0
321,0.510567,0.742944,0.715976,0,0,0
321,0.880903,0.265817,0.873075,0,0.102861,0.057908
